Latitude: 28.64278  Longitude: -82.26415
X & Y on Lambert Conformal Conic: 1692532.5 -1301758.28
Tile: 10669
Elevation: 25 meters
All years; all variables; Daymet Software Version 4.0
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S-C. Kao; and B.E. Wilson. 2022. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4 R1. ORNL DAAC; Oak Ridge; Tennessee; USA. https://doi.org/10.3334/ORNLDAAC/2129
year,yday,dayl (s),prcp (mm/day),srad (W/m^2),swe (kg/m^2),tmax (deg c),tmin (deg c),vp (Pa)
2005,48,39833.43,0.00,336.40,0.00,24.50,12.14,1415.00
2005,49,39928.07,0.00,367.44,0.00,21.21,7.84,1060.64
2005,50,40023.42,0.00,436.66,0.00,22.50,4.33,832.22
2005,51,40119.47,0.00,436.11,0.00,25.05,6.58,972.59
2005,52,40216.18,0.00,392.69,0.00,26.23,10.78,1292.72
2005,53,40313.52,0.00,345.57,0.00,26.92,13.99,1596.71
2005,54,40411.47,0.00,302.15,0.00,26.30,15.58,1769.38
2005,55,40510.01,5.37,171.65,0.00,23.77,16.25,1845.98
2005,56,40609.10,9.37,113.78,0.00,20.43,15.83,1797.46
2005,57,40708.72,5.95,196.92,0.00,20.13,12.14,1414.40
2005,58,40808.85,24.07,232.37,0.00,23.52,13.57,1553.74
2005,59,40909.46,0.00,325.17,0.00,23.33,12.87,1484.38
2005,60,41010.54,0.00,397.99,0.00,20.87,7.54,1039.15
2005,61,41112.04,0.00,438.09,0.00,17.60,2.54,733.35
2005,62,41213.96,4.46,245.75,0.00,13.30,3.73,797.62
2005,63,41316.27,0.00,435.04,0.00,20.68,5.66,913.23
2005,64,41418.94,0.00,454.64,0.00,21.28,4.98,871.05
2005,65,41521.96,0.00,456.01,0.00,23.26,6.56,971.55
2005,66,41625.30,0.00,426.69,0.00,24.98,10.03,1221.80
2005,67,41728.94,6.66,216.29,0.00,21.41,12.87,1484.19
2005,68,41832.86,9.63,183.04,0.00,14.20,7.57,1041.25
2005,69,41937.03,0.00,436.51,0.00,19.09,5.31,846.84
2005,70,42041.45,0.00,459.65,0.00,21.15,6.06,861.01
2005,71,42146.08,0.00,456.21,0.00,22.19,7.21,914.67
2005,72,42250.90,0.00,480.35,0.00,25.78,8.80,970.75
2005,73,42355.91,8.24,273.38,0.00,24.88,13.80,1576.80
2005,74,42461.06,0.00,285.58,0.00,23.47,15.48,1757.92
2005,75,42566.36,5.79,243.87,0.00,26.13,16.85,1917.78
2005,76,42671.77,14.40,202.52,0.00,22.51,15.43,1751.78
2005,77,42777.28,0.00,347.76,0.00,17.35,8.52,1111.13
2005,78,42882.86,0.00,534.71,0.00,20.39,2.26,609.79
2005,79,42988.50,0.00,550.54,0.00,25.31,4.35,666.89
2005,80,43094.18,6.80,342.83,0.00,24.15,10.44,1239.38
2005,81,43199.88,0.00,436.17,0.00,29.38,16.27,1633.44
2005,82,43305.58,12.65,253.67,0.00,26.21,17.15,1954.66
2005,83,43411.27,0.00,412.93,0.00,25.09,13.79,1504.66
2005,84,43516.91,15.47,244.72,0.00,27.34,18.66,2149.93
2005,85,43622.49,27.30,214.76,0.00,25.08,17.81,2038.72
2005,86,43728.00,0.00,387.24,0.00,29.57,18.51,2129.54
2005,87,43833.41,0.00,352.13,0.00,26.62,17.19,1959.66
2005,88,43938.71,0.00,477.43,0.00,26.24,11.94,1367.09
2005,89,44043.86,0.00,536.36,0.00,27.11,8.70,1055.94
2005,90,44148.87,0.00,489.15,0.00,30.12,14.25,1546.53
2005,91,44253.69,0.00,435.28,0.00,29.82,16.76,1884.67
2005,92,44358.32,0.00,347.23,0.00,24.84,15.68,1780.97
2005,93,44462.74,0.00,507.69,0.00,21.74,6.74,966.17
2005,94,44566.92,0.00,559.39,0.00,26.64,6.88,917.88
2005,95,44670.83,0.00,535.76,0.00,27.66,9.80,1126.95
2005,96,44774.47,0.00,453.69,0.00,28.00,14.71,1638.93
2005,97,44877.81,0.00,412.39,0.00,27.05,15.49,1759.12
2005,98,44980.83,0.00,357.51,0.00,25.38,15.84,1799.22
2005,99,45083.51,0.00,467.03,0.00,26.99,13.31,1484.35
2005,100,45185.81,0.00,487.11,0.00,27.42,12.82,1413.66
2005,101,45287.73,0.00,533.07,0.00,27.72,10.46,1169.95
2005,102,45389.24,0.00,488.09,0.00,27.96,13.32,1453.38
2005,103,45490.31,0.00,405.74,0.00,26.84,15.70,1783.33
2005,104,45590.93,0.00,474.48,0.00,25.56,11.88,1348.90
2005,105,45691.06,0.00,498.77,0.00,23.98,9.45,1072.33
2005,106,45790.68,0.00,456.76,0.00,22.59,9.90,1151.02
2005,107,45889.78,0.00,550.82,0.00,24.85,6.86,857.69
2005,108,45988.31,0.00,559.22,0.00,26.47,7.61,885.53
2005,109,46086.27,0.00,528.52,0.00,26.87,10.20,1076.48
2005,110,46183.61,0.00,480.34,0.00,26.82,12.62,1312.79
2005,111,46280.32,0.00,503.60,0.00,27.71,12.25,1249.07
2005,112,46376.37,0.00,512.48,0.00,28.50,12.28,1235.97
2005,113,46471.72,24.52,332.16,0.00,25.78,12.88,1485.25
2005,114,46566.36,0.00,454.28,0.00,22.85,9.82,1198.13
2005,115,46660.26,0.00,519.16,0.00,23.93,7.61,981.74
2005,116,46753.38,16.03,396.75,0.00,26.82,9.07,1152.96
2005,117,46845.70,0.00,412.48,0.00,26.71,14.39,1638.35
2005,118,46937.18,0.00,479.29,0.00,27.06,11.97,1364.48
2005,119,47027.81,0.00,518.05,0.00,29.40,11.99,1315.21
2005,120,47117.54,0.00,424.82,0.00,30.44,17.17,1946.41
2005,121,47206.34,8.18,321.68,0.00,28.84,15.68,1780.62
2005,122,47294.20,0.00,389.79,0.00,28.24,16.59,1887.08
2005,123,47381.07,0.00,451.18,0.00,29.46,15.30,1722.90
2005,124,47466.92,36.87,188.91,0.00,25.06,18.22,2091.77
2005,125,47551.72,23.19,172.71,0.00,23.95,17.93,2054.15
2005,126,47635.44,0.00,354.76,0.00,23.88,14.50,1650.82
2005,127,47718.05,0.00,492.93,0.00,27.02,12.12,1412.56
2005,128,47799.51,0.00,466.84,0.00,28.27,14.21,1619.95
2005,129,47879.80,0.00,494.83,0.00,28.96,13.44,1540.10
2005,130,47958.87,0.00,475.06,0.00,29.07,14.47,1647.46
2005,131,48036.69,0.00,464.45,0.00,29.62,15.47,1756.67
2005,132,48113.23,0.00,465.98,0.00,29.66,15.45,1754.87
2005,133,48188.46,0.00,461.96,0.00,29.64,15.55,1765.45
2005,134,48262.35,0.00,457.76,0.00,29.78,15.84,1798.80
2005,135,48334.85,0.00,450.78,0.00,30.31,16.58,1885.80
2005,136,48405.94,0.00,432.08,0.00,30.86,17.77,2032.88
2005,137,48475.58,0.00,410.65,0.00,31.44,19.19,2222.29
2005,138,48543.74,0.00,440.53,0.00,31.62,18.32,2104.95
2005,139,48610.38,0.00,435.71,0.00,31.10,18.19,2087.45
2005,140,48675.48,0.00,461.77,0.00,31.06,17.10,1948.89
2005,141,48738.99,0.00,435.35,0.00,30.70,17.96,2057.90
2005,142,48800.89,0.00,418.01,0.00,30.48,18.52,2131.37
2005,143,48861.14,0.00,430.57,0.00,30.80,18.34,2107.53
2005,144,48919.72,0.00,376.34,0.00,30.23,19.80,2308.24
2005,145,48976.59,0.00,366.99,0.00,31.37,21.17,2512.53
2005,146,49031.71,0.00,424.74,0.00,29.90,18.16,2083.98
2005,147,49085.06,0.00,448.16,0.00,31.31,18.41,2116.23
2005,148,49136.61,0.00,451.77,0.00,31.90,18.77,2165.57
2005,149,49186.33,0.00,509.81,0.00,32.35,16.68,1800.35
2005,150,49234.19,0.00,505.80,0.00,34.34,18.25,1978.20
2005,151,49280.16,36.87,303.78,0.00,31.31,20.05,2344.77
2005,152,49324.22,16.46,205.02,0.00,28.02,21.13,2505.42
2005,153,49366.34,4.30,239.33,0.00,29.23,21.10,2501.25
2005,154,49406.48,2.91,199.42,0.00,28.69,22.01,2644.65
2005,155,49444.64,7.64,180.99,0.00,27.80,21.83,2615.62
2005,156,49480.78,16.43,276.73,0.00,30.07,20.40,2395.81
2005,157,49514.89,0.00,403.40,0.00,31.78,20.83,2459.44
2005,158,49546.93,14.21,320.76,0.00,33.13,21.09,2498.89
2005,159,49576.90,9.47,310.57,0.00,32.73,21.36,2540.86
2005,160,49604.77,5.86,251.99,0.00,30.55,22.08,2655.37
2005,161,49630.52,3.48,122.21,0.00,26.63,22.94,2798.74
2005,162,49654.14,26.67,187.95,0.00,29.57,23.70,2928.63
2005,163,49675.61,19.38,260.57,0.00,31.71,23.23,2847.43
2005,164,49694.92,0.00,370.35,0.00,32.24,23.12,2829.18
2005,165,49712.05,0.00,394.07,0.00,32.86,23.00,2808.17
2005,166,49727.00,0.00,355.45,0.00,32.42,23.86,2958.07
2005,167,49739.75,0.00,372.37,0.00,32.55,23.56,2905.58
2005,168,49750.30,0.00,399.46,0.00,32.61,22.88,2788.27
2005,169,49758.64,0.00,404.38,0.00,31.47,21.89,2624.76
2005,170,49764.76,0.00,438.46,0.00,31.61,20.98,2482.83
2005,171,49768.65,0.00,441.05,0.00,31.69,21.01,2487.09
2005,172,49770.33,9.82,287.14,0.00,30.21,21.65,2586.49
2005,173,49769.78,15.27,296.07,0.00,30.31,21.47,2559.16
2005,174,49767.00,6.18,343.27,0.00,31.51,20.42,2398.63
2005,175,49762.00,6.38,319.56,0.00,30.04,20.33,2385.11
2005,176,49754.78,0.00,411.47,0.00,30.76,21.42,2550.47
2005,177,49745.35,0.00,432.78,0.00,32.34,22.08,2655.23
2005,178,49733.71,26.38,303.43,0.00,31.83,22.64,2748.06
2005,179,49719.87,21.54,274.83,0.00,31.05,23.21,2843.84
2005,180,49703.83,20.11,256.85,0.00,30.51,23.50,2894.23
2005,181,49685.62,13.70,204.73,0.00,28.44,23.24,2849.82
2005,182,49665.24,11.71,270.68,0.00,30.86,23.47,2888.94
2005,183,49642.70,13.46,285.96,0.00,31.51,23.52,2897.06
2005,184,49618.02,7.95,297.56,0.00,32.26,23.67,2924.29
2005,185,49591.22,0.00,438.62,0.00,33.35,23.15,2833.31
2005,186,49562.31,0.00,461.17,0.00,34.16,22.87,2785.66
2005,187,49531.31,0.00,455.04,0.00,34.07,23.04,2814.98
2005,188,49498.24,0.00,462.42,0.00,34.32,22.94,2798.69
2005,189,49463.12,17.60,324.04,0.00,33.67,23.60,2912.48
2005,190,49425.98,27.47,307.72,0.00,31.52,22.58,2738.48
2005,191,49386.83,28.06,273.84,0.00,30.06,22.48,2721.37
2005,192,49345.71,13.88,296.12,0.00,32.80,23.92,2968.43
2005,193,49302.63,0.00,394.35,0.00,32.06,23.32,2863.85
2005,194,49257.62,20.14,307.93,0.00,32.11,22.89,2790.23
2005,195,49210.71,14.92,311.10,0.00,32.20,22.85,2782.71
2005,196,49161.92,33.95,331.67,0.00,32.42,22.10,2658.25
2005,197,49111.29,0.00,452.72,0.00,33.69,22.62,2743.94
2005,198,49058.84,4.36,316.07,0.00,33.41,23.49,2892.64
2005,199,49004.61,0.00,401.33,0.00,32.82,23.66,2922.67
2005,200,48948.62,0.00,390.96,0.00,32.45,23.70,2929.96
2005,201,48890.90,0.00,427.04,0.00,33.86,23.72,2932.31
2005,202,48831.49,0.00,451.54,0.00,33.87,22.79,2772.43
2005,203,48770.42,0.00,439.55,0.00,34.68,23.76,2940.88
2005,204,48707.71,17.53,282.81,0.00,33.00,24.50,3073.88
2005,205,48643.41,0.00,441.99,0.00,34.02,23.22,2846.69
2005,206,48577.54,0.00,429.88,0.00,33.52,23.25,2851.28
2005,207,48510.14,0.00,470.22,0.00,33.88,21.94,2633.87
2005,208,48441.25,0.00,463.43,0.00,34.77,22.78,2770.33
2005,209,48370.88,0.00,429.97,0.00,34.65,23.91,2965.92
2005,210,48299.09,35.27,327.42,0.00,34.46,23.42,2880.93
2005,211,48225.90,18.50,318.95,0.00,33.03,22.62,2743.90
2005,212,48151.34,9.50,315.86,0.00,32.59,22.33,2696.60
2005,213,48075.46,0.00,418.74,0.00,33.11,22.76,2768.21
2005,214,47998.28,16.57,328.48,0.00,33.34,22.20,2675.56
2005,215,47919.83,0.00,400.72,0.00,32.48,22.78,2771.64
2005,216,47840.16,0.00,419.69,0.00,33.24,22.78,2770.48
2005,217,47759.28,6.29,320.46,0.00,33.09,22.40,2708.17
2005,218,47677.25,10.28,319.26,0.00,32.89,22.31,2693.49
2005,219,47594.09,24.66,311.77,0.00,32.11,22.02,2646.00
2005,220,47509.83,7.47,265.57,0.00,30.24,22.26,2684.69
2005,221,47424.50,11.40,279.71,0.00,31.99,23.19,2840.44
2005,222,47338.14,10.54,281.98,0.00,32.55,23.55,2903.33
2005,223,47250.78,0.00,390.69,0.00,32.91,23.38,2873.83
2005,224,47162.45,0.00,407.27,0.00,33.94,23.63,2916.91
2005,225,47073.18,0.00,422.06,0.00,33.73,22.91,2792.79
2005,226,46983.00,0.00,420.67,0.00,33.72,22.92,2795.34
2005,227,46891.95,0.00,439.42,0.00,33.91,22.35,2699.86
2005,228,46800.04,0.00,436.62,0.00,34.82,23.06,2818.49
2005,229,46707.32,0.00,404.87,0.00,35.06,24.34,3044.74
2005,230,46613.82,0.00,425.27,0.00,34.93,23.42,2881.06
2005,231,46519.55,0.00,402.31,0.00,35.05,24.31,3039.03
2005,232,46424.55,22.00,317.30,0.00,34.93,23.43,2882.68
2005,233,46328.85,0.00,438.55,0.00,34.82,22.70,2757.31
2005,234,46232.47,0.00,396.87,0.00,33.91,23.49,2892.44
2005,235,46135.44,8.20,307.39,0.00,33.99,23.07,2820.58
2005,236,46037.79,3.86,300.76,0.00,33.97,23.33,2865.40
2005,237,45939.55,3.11,274.24,0.00,33.82,24.40,3054.73
2005,238,45840.73,5.72,267.70,0.00,32.85,23.92,2969.05
2005,239,45741.37,10.22,265.66,0.00,33.38,24.45,3064.57
2005,240,45641.49,12.72,277.43,0.00,33.51,24.09,2998.86
2005,241,45541.12,10.11,260.55,0.00,32.82,24.22,3021.92
2005,242,45440.28,15.79,236.77,0.00,33.08,25.34,3230.87
2005,243,45338.99,14.32,226.71,0.00,31.72,24.58,3087.76
2005,244,45237.27,6.98,216.42,0.00,31.14,24.48,3069.53
2005,245,45135.16,15.43,273.86,0.00,33.01,23.98,2980.04
2005,246,45032.66,2.71,294.41,0.00,33.03,23.11,2827.87
2005,247,44929.82,0.00,388.20,0.00,32.11,22.52,2728.02
2005,248,44826.64,3.93,280.06,0.00,31.57,22.54,2731.18
2005,249,44723.14,0.00,373.30,0.00,31.01,22.08,2656.11
2005,250,44619.36,0.00,297.31,0.00,29.80,23.08,2822.47
2005,251,44515.31,0.00,276.93,0.00,29.62,23.44,2883.62
2005,252,44411.02,0.00,376.75,0.00,31.57,22.43,2712.09
2005,253,44306.49,0.00,456.84,0.00,32.59,20.02,2340.41
2005,254,44201.76,0.00,450.31,0.00,32.36,20.04,2343.56
2005,255,44096.85,0.00,450.51,0.00,32.60,20.09,2350.15
2005,256,43991.76,0.00,422.92,0.00,32.22,20.95,2478.97
2005,257,43886.54,0.00,406.46,0.00,32.13,21.49,2561.54
2005,258,43781.18,0.00,443.71,0.00,33.09,20.54,2416.94
2005,259,43675.72,0.00,462.67,0.00,33.51,19.67,2289.40
2005,260,43570.17,0.00,453.25,0.00,33.64,20.12,2354.57
2005,261,43464.56,0.00,434.12,0.00,34.22,21.37,2542.24
2005,262,43358.89,0.00,420.96,0.00,34.00,21.74,2601.35
2005,263,43253.20,9.85,278.91,0.00,32.52,22.57,2736.82
2005,264,43147.50,0.00,314.57,0.00,31.64,23.67,2924.35
2005,265,43041.80,8.51,216.54,0.00,30.27,23.25,2850.90
2005,266,42936.14,0.00,342.72,0.00,31.88,23.06,2817.98
2005,267,42830.52,0.00,364.60,0.00,32.57,22.83,2779.42
2005,268,42724.97,0.00,408.37,0.00,32.13,20.67,2435.94
2005,269,42619.51,0.00,404.38,0.00,32.03,20.62,2428.98
2005,270,42514.16,0.00,413.47,0.00,32.46,20.39,2394.34
2005,271,42408.93,10.21,303.26,0.00,32.22,20.46,2404.10
2005,272,42303.84,0.00,419.07,0.00,32.48,19.74,2299.85
2005,273,42198.93,0.00,395.58,0.00,32.69,20.80,2455.08
2005,274,42094.19,0.00,353.79,0.00,32.25,22.00,2642.78
2005,275,41989.67,5.47,250.23,0.00,31.83,22.31,2693.45
2005,276,41885.37,3.41,233.03,0.00,31.82,23.05,2816.21
2005,277,41781.32,0.00,277.89,0.00,30.39,22.85,2783.56
2005,278,41677.54,8.69,193.16,0.00,29.92,23.03,2812.86
2005,279,41574.04,13.95,196.72,0.00,30.45,23.34,2866.93
2005,280,41470.86,25.69,183.45,0.00,30.13,23.53,2900.32
2005,281,41368.01,5.84,207.48,0.00,30.18,22.58,2738.20
2005,282,41265.52,0.00,255.98,0.00,30.69,23.63,2916.54
2005,283,41163.40,0.00,309.94,0.00,31.44,22.60,2740.34
2005,284,41061.68,0.00,308.43,0.00,30.95,22.26,2684.45
2005,285,40960.39,0.00,285.45,0.00,29.55,21.85,2618.65
2005,286,40859.54,0.00,272.13,0.00,29.25,22.01,2645.09
2005,287,40759.16,0.00,356.68,0.00,30.00,19.68,2291.89
2005,288,40659.28,0.00,415.74,0.00,30.27,16.75,1906.25
2005,289,40559.92,0.00,425.52,0.00,29.40,15.29,1737.05
2005,290,40461.10,0.00,426.67,0.00,29.63,15.18,1723.77
2005,291,40362.85,0.00,419.32,0.00,29.68,15.54,1764.13
2005,292,40265.20,0.00,407.27,0.00,30.30,16.57,1884.51
2005,293,40168.17,0.00,375.01,0.00,32.63,19.99,2335.42
2005,294,40071.78,23.70,226.33,0.00,31.28,22.14,2666.03
2005,295,39976.08,0.00,270.81,0.00,29.80,21.90,2626.37
2005,296,39881.07,0.00,158.71,0.00,26.13,21.92,2629.18
2005,297,39786.80,38.13,226.25,0.00,22.00,14.02,1599.89
2005,298,39693.29,0.00,376.48,0.00,18.53,8.02,1073.72
2005,299,39600.56,0.00,426.50,0.00,19.86,6.07,939.27
2005,300,39508.65,0.00,449.69,0.00,23.79,6.14,944.09
2005,301,39417.59,0.00,428.75,0.00,24.48,8.64,1119.54
2005,302,39327.41,0.00,389.65,0.00,23.32,10.63,1279.81
2005,303,39238.14,0.00,386.87,0.00,23.75,10.98,1310.26
2005,304,39149.80,0.00,383.02,0.00,26.30,12.99,1496.15
2005,305,39062.43,5.17,265.00,0.00,24.97,13.48,1544.99
2005,306,38976.07,0.00,335.55,0.00,26.06,15.12,1717.93
2005,307,38890.73,0.00,366.72,0.00,27.12,13.97,1594.23
2005,308,38806.46,0.00,375.48,0.00,27.03,12.96,1492.56
2005,309,38723.29,0.00,371.48,0.00,28.34,13.87,1583.81
2005,310,38641.25,0.00,353.70,0.00,29.03,15.23,1729.58
2005,311,38560.37,0.00,357.81,0.00,28.77,14.44,1644.00
2005,312,38480.69,0.00,329.64,0.00,29.30,16.37,1861.14
2005,313,38402.24,0.00,333.67,0.00,28.05,14.92,1695.97
2005,314,38325.05,0.00,339.96,0.00,26.95,13.38,1534.82
2005,315,38249.15,0.00,377.14,0.00,26.34,9.69,1201.81
2005,316,38174.59,0.00,341.84,0.00,26.70,12.38,1437.20
2005,317,38101.39,0.00,323.22,0.00,27.57,14.07,1605.18
2005,318,38029.58,0.00,293.69,0.00,27.06,15.28,1734.99
2005,319,37959.21,0.00,281.23,0.00,28.45,17.06,1943.98
2005,320,37890.30,0.00,306.47,0.00,29.29,16.31,1853.54
2005,321,37822.90,0.00,257.33,0.00,24.78,15.06,1710.89
2005,322,37757.02,0.00,335.48,0.00,23.88,9.95,1223.17
2005,323,37692.71,0.00,334.47,0.00,26.81,12.22,1422.01
2005,324,37629.99,2.07,166.12,0.00,26.63,18.04,2068.67
2005,325,37568.91,2.90,149.08,0.00,24.69,17.20,1961.82
2005,326,37509.48,0.00,209.28,0.00,18.57,11.07,1317.77
2005,327,37451.76,0.00,363.52,0.00,20.41,3.69,795.62
2005,328,37395.75,0.00,354.43,0.00,25.14,8.00,1072.17
2005,329,37341.51,0.00,300.70,0.00,25.72,12.56,1454.20
2005,330,37289.05,0.00,340.38,0.00,26.11,9.84,1214.25
2005,331,37238.40,0.00,288.64,0.00,25.96,13.45,1541.85
2005,332,37189.61,15.88,119.12,0.00,24.47,18.26,2096.60
2005,333,37142.68,36.69,119.16,0.00,25.10,18.89,2181.38
2005,334,37097.66,0.00,290.43,0.00,21.74,9.91,1219.80
2005,335,37054.57,0.00,325.14,0.00,19.63,5.70,915.42
2005,336,37013.43,0.00,319.87,0.00,20.54,6.70,980.67
2005,337,36974.27,0.00,361.23,0.00,22.76,4.31,830.81
2005,338,36937.11,0.00,347.42,0.00,25.01,7.41,1029.93
2005,339,36901.98,8.52,223.69,0.00,26.34,12.64,1461.97
2005,340,36868.90,9.62,179.42,0.00,21.39,11.78,1381.43
2005,341,36837.89,23.95,185.17,0.00,19.95,10.17,1241.65
2005,342,36808.96,17.16,106.19,0.00,19.37,14.14,1611.84
2005,343,36782.15,4.84,128.81,0.00,21.44,14.99,1702.98
2005,344,36757.45,0.00,280.88,0.00,20.37,9.10,1155.58
2005,345,36734.90,3.87,166.74,0.00,16.74,8.74,1127.67
2005,346,36714.51,0.00,318.35,0.00,16.32,3.36,777.21
2005,347,36696.28,0.00,315.57,0.00,17.83,4.88,864.42
2005,348,36680.23,0.00,348.16,0.00,21.76,5.03,873.73
2005,349,36666.38,7.11,242.02,0.00,23.54,8.81,1133.03
2005,350,36654.72,9.76,200.61,0.00,18.82,8.42,1103.28
2005,351,36645.27,7.85,157.75,0.00,16.51,8.92,1141.14
2005,352,36638.04,3.65,97.43,0.00,16.15,11.72,1376.30
2005,353,36633.03,0.00,203.87,0.00,16.15,9.14,1158.28
2005,354,36630.24,0.00,311.08,0.00,18.10,5.58,907.95
2005,355,36629.67,0.00,301.63,0.00,15.54,3.78,800.66
2005,356,36631.33,0.00,343.71,0.00,16.38,1.03,657.90
2005,357,36635.21,0.00,356.98,0.00,19.14,1.75,693.17
2005,358,36641.32,0.00,343.22,0.00,20.96,4.91,866.45
2005,359,36649.64,3.53,164.94,0.00,20.76,12.60,1457.95
2005,360,36660.17,0.00,304.71,0.00,17.28,5.27,888.26
2005,361,36672.91,0.00,353.86,0.00,18.76,2.27,719.02
2005,362,36687.84,0.00,354.18,0.00,21.42,3.97,811.13
2005,363,36704.96,0.00,291.36,0.00,20.59,8.52,1110.63
2005,364,36724.26,0.00,342.60,0.00,22.46,5.91,928.68
2005,365,36745.71,0.00,336.13,0.00,25.15,8.65,1120.64
2006,1,36769.43,0.00,286.83,0.00,27.35,13.36,1532.74
2006,2,36795.17,0.00,210.79,0.00,27.36,17.76,2032.57
2006,3,36823.04,0.00,178.82,0.00,24.71,16.95,1930.17
2006,4,36853.00,0.00,308.22,0.00,22.24,7.75,1053.94
2006,5,36885.04,0.00,318.58,0.00,22.52,7.25,1019.00
2006,6,36919.14,0.00,238.00,0.00,16.50,6.78,986.38
2006,7,36955.28,0.00,287.72,0.00,13.46,1.40,675.64
2006,8,36993.43,0.00,366.91,0.00,19.86,0.43,630.16
2006,9,37033.57,0.00,365.33,0.00,22.52,2.90,752.19
2006,10,37075.68,0.00,348.80,0.00,25.16,7.06,1005.52
2006,11,37119.74,0.00,293.80,0.00,25.20,11.71,1375.11
2006,12,37165.70,0.00,316.65,0.00,26.39,11.15,1325.14
2006,13,37213.56,0.00,282.05,0.00,25.29,12.65,1463.02
2006,14,37263.28,0.00,251.71,0.00,19.96,9.65,1198.57
2006,15,37314.82,0.00,351.37,0.00,18.59,2.17,714.05
2006,16,37368.17,0.00,350.18,0.00,21.97,5.26,887.68
2006,17,37423.29,2.92,272.60,0.00,23.70,5.46,900.08
2006,18,37480.15,2.86,236.85,0.00,19.29,5.77,920.01
2006,19,37538.73,0.00,384.87,0.00,21.91,1.88,699.41
2006,20,37598.98,0.00,359.54,0.00,25.52,7.83,1059.75
2006,21,37660.87,0.00,282.82,0.00,26.81,14.51,1651.27
2006,22,37724.38,0.00,229.70,0.00,27.63,17.94,2054.76
2006,23,37789.48,0.00,208.23,0.00,27.06,18.44,2120.73
2006,24,37856.12,2.11,172.03,0.00,25.64,16.32,1854.72
2006,25,37924.27,0.00,342.71,0.00,22.68,7.70,1050.38
2006,26,37993.91,0.00,367.79,0.00,20.73,4.24,827.08
2006,27,38064.99,0.00,345.77,0.00,21.58,6.80,987.89
2006,28,38137.49,0.00,352.87,0.00,24.21,8.64,1120.25
2006,29,38211.37,0.00,305.82,0.00,24.06,11.60,1365.58
2006,30,38286.60,5.65,114.56,0.00,21.07,15.47,1757.23
2006,31,38363.14,0.34,313.01,0.00,19.92,7.79,1057.38
2006,32,38440.96,0.00,404.50,0.00,22.74,3.28,772.87
2006,33,38520.03,0.00,395.35,0.00,26.21,6.82,989.20
2006,34,38600.31,48.59,185.20,0.00,23.65,14.10,1608.15
2006,35,38681.77,58.23,127.47,0.00,17.86,11.92,1394.57
2006,36,38764.37,0.00,308.24,0.00,16.84,5.50,902.83
2006,37,38848.09,0.00,402.21,0.00,21.87,3.88,806.20
2006,38,38932.89,0.73,376.97,0.00,21.57,5.96,932.29
2006,39,39018.74,0.00,380.06,0.00,17.28,2.33,722.48
2006,40,39105.61,0.00,410.85,0.00,19.49,2.08,709.49
2006,41,39193.46,0.00,431.17,0.00,21.38,1.57,684.22
2006,42,39282.27,4.81,298.25,0.00,19.95,3.71,796.80
2006,43,39372.00,0.00,285.52,0.00,12.07,2.51,731.76
2006,44,39462.62,0.00,374.68,0.00,12.17,-1.53,545.87
2006,45,39554.10,0.00,437.90,0.00,16.61,-2.04,525.64
2006,46,39646.42,0.00,455.69,0.00,22.66,0.84,649.11
2006,47,39739.54,0.00,421.93,0.00,24.88,6.51,968.39
2006,48,39833.43,0.00,403.85,0.00,26.61,9.48,1185.36
2006,49,39928.07,0.00,384.36,0.00,26.00,10.59,1276.91
2006,50,40023.42,0.00,250.55,0.00,21.47,13.03,1500.29
2006,51,40119.47,0.00,366.51,0.00,25.97,12.07,1408.17
2006,52,40216.18,0.00,356.55,0.00,26.23,12.82,1479.06
2006,53,40313.52,0.00,366.27,0.00,27.67,13.49,1545.56
2006,54,40411.47,0.00,315.96,0.00,27.69,15.98,1815.38
2006,55,40510.01,4.59,200.95,0.00,24.20,15.02,1706.45
2006,56,40609.10,0.00,326.41,0.00,27.23,15.52,1761.89
2006,57,40708.72,11.28,246.45,0.00,23.04,11.93,1395.26
2006,58,40808.85,0.00,440.29,0.00,21.32,4.65,850.69
2006,59,40909.46,0.00,456.06,0.00,23.60,5.33,892.46
2006,60,41010.54,0.00,456.66,0.00,24.96,6.17,945.67
2006,61,41112.04,0.00,436.75,0.00,27.06,9.39,1178.23
2006,62,41213.96,0.00,389.98,0.00,27.05,12.52,1450.22
2006,63,41316.27,0.00,416.18,0.00,24.82,9.44,1182.27
2006,64,41418.94,0.00,454.31,0.00,24.37,6.50,967.84
2006,65,41521.96,0.00,418.55,0.00,23.74,8.17,1084.78
2006,66,41625.30,0.00,388.50,0.00,22.52,8.73,1127.08
2006,67,41728.94,0.00,469.67,0.00,24.15,5.31,891.15
2006,68,41832.86,0.00,443.41,0.00,26.34,9.08,1153.53
2006,69,41937.03,0.00,410.63,0.00,29.15,13.41,1537.84
2006,70,42041.45,0.00,391.09,0.00,30.16,15.42,1750.64
2006,71,42146.08,0.00,388.70,0.00,29.60,15.30,1737.25
2006,72,42250.90,0.00,363.35,0.00,29.21,16.30,1852.90
2006,73,42355.91,0.00,374.82,0.00,28.31,15.04,1709.25
2006,74,42461.06,0.00,420.89,0.00,24.45,9.65,1198.85
2006,75,42566.36,0.00,472.46,0.00,26.75,8.63,1119.30
